day_of_week,nb_customers_on_day,open,promotion,school_holiday,state_holiday_0,state_holiday_a,state_holiday_b,year,month,day,sales
4,348,1,1,0,1,0,0,2015,7,16,4374.0034
2,781,1,0,0,1,0,0,2013,2,12,5981.0103
6,529,1,0,0,1,0,0,2013,3,23,5151.159
2,1042,1,0,0,1,0,0,2015,5,12,8286.602
2,930,1,1,1,1,0,0,2013,8,27,8716.146
1,350,1,0,0,1,0,0,2015,2,23,3598.48
5,869,1,0,0,1,0,0,2014,1,31,8014.238
3,1850,1,1,0,1,0,0,2014,7,16,14007.195
1,1640,1,1,1,1,0,0,2014,1,6,16307.712
4,0,0,0,1,0,0,0,2014,12,25,-7.784207
1,831,1,1,0,1,0,0,2013,9,9,9033.672
2,548,1,1,1,1,0,0,2013,8,13,6338.8403
6,759,1,0,0,1,0,0,2013,1,12,6614.4937
4,452,1,0,0,1,0,0,2014,9,25,4123.2383
4,491,1,0,0,1,0,0,2015,4,23,4655.9927
1,2399,1,1,1,1,0,0,2013,10,21,16280.407
3,1036,1,1,0,1,0,0,2015,7,15,9650.293
5,601,1,0,1,1,0,0,2015,4,10,5564.5684
6,329,1,0,0,1,0,0,2013,6,29,3230.3118
4,836,1,0,1,1,0,0,2015,4,9,6987.2812
2,1085,1,0,0,1,0,0,2013,12,10,8305.954
7,0,0,0,0,1,0,0,2013,8,11,-7.968629
3,2442,1,1,1,1,0,0,2013,8,28,14065.456
6,668,1,0,0,1,0,0,2013,7,20,6176.8574
6,508,1,0,0,1,0,0,2013,4,13,4878.538
1,675,1,1,1,1,0,0,2014,2,3,7862.3706
3,1052,1,1,0,1,0,0,2014,9,17,8745.589
7,0,0,0,0,1,0,0,2013,10,27,5.61914
3,455,1,0,1,1,0,0,2013,1,2,4482.1963
2,791,1,1,0,1,0,0,2013,3,26,7871.8994
3,542,1,0,0,1,0,0,2015,2,11,5021.869
4,756,1,1,1,1,0,0,2014,8,21,7312.7793
3,348,1,0,1,1,0,0,2013,5,22,3652.1885
4,636,1,0,0,1,0,0,2013,6,13,5492.3174
6,476,1,0,0,1,0,0,2014,8,2,4637.3413
4,911,1,1,1,1,0,0,2014,4,17,8722.752
7,0,0,0,0,1,0,0,2013,9,22,-15.427065
7,0,0,0,0,1,0,0,2015,5,10,22.060804
5,309,1,0,0,1,0,0,2013,5,24,3284.804
5,958,1,1,1,1,0,0,2015,6,5,9583.475
5,739,1,1,0,1,0,0,2014,8,22,6822.472
3,815,1,0,0,1,0,0,2015,5,27,7168.1377
3,491,1,1,0,1,0,0,2014,2,19,5495.0
3,556,1,1,0,1,0,0,2015,1,28,5989.2676
4,950,1,0,0,1,0,0,2013,9,5,7003.515
4,894,1,0,0,1,0,0,2015,1,22,6684.854
6,900,1,0,0,1,0,0,2014,3,22,7628.3813
7,0,0,0,0,1,0,0,2013,3,3,12.969462
4,518,1,0,1,1,0,0,2015,4,9,4867.215
5,598,1,1,0,1,0,0,2013,6,21,6082.2114
2,470,1,0,0,1,0,0,2013,8,20,4049.4512
5,0,0,1,1,0,0,1,2015,4,3,21.163473
3,753,1,1,0,1,0,0,2013,4,24,6906.4595
2,424,1,0,0,1,0,0,2014,5,13,4230.2935
7,0,0,0,0,1,0,0,2015,4,19,-15.351466
3,510,1,0,1,1,0,0,2013,6,26,4656.3955
6,607,1,0,0,1,0,0,2014,11,8,6034.566
5,813,1,1,0,1,0,0,2014,1,24,7789.315
7,0,0,0,0,1,0,0,2013,11,24,-5.1856265
3,529,1,1,1,1,0,0,2014,8,6,5680.795
1,988,1,1,1,1,0,0,2014,1,6,10982.694
4,610,1,0,0,1,0,0,2014,3,13,5171.6846
5,1735,1,1,0,1,0,0,2013,9,13,13379.075
2,718,1,0,1,1,0,0,2013,10,15,5649.2456
1,458,1,1,0,1,0,0,2015,2,16,5555.827
7,0,0,0,0,1,0,0,2014,12,21,32.733486
6,442,1,0,0,1,0,0,2015,4,25,4470.8813
6,825,1,0,0,1,0,0,2015,7,25,7593.519
3,967,1,0,0,1,0,0,2014,10,29,7267.2793
1,845,1,1,0,1,0,0,2014,3,17,8917.051
2,830,1,1,0,1,0,0,2015,6,30,9904.533
4,808,1,1,0,1,0,0,2013,3,21,7536.198
7,0,0,0,0,1,0,0,2015,3,29,-5.0409026
2,513,1,0,1,1,0,0,2013,8,6,4804.6655
6,800,1,0,0,1,0,0,2013,8,10,6748.3477
1,976,1,0,0,1,0,0,2013,3,11,7359.9087
3,619,1,1,0,1,0,0,2013,3,20,6263.1523
4,482,1,1,1,1,0,0,2013,10,24,5034.1733
6,905,1,0,0,1,0,0,2013,7,20,7586.289
5,717,1,0,0,1,0,0,2013,4,19,6208.6763
1,1124,1,0,0,1,0,0,2015,6,22,8892.199
6,306,1,0,0,1,0,0,2015,5,30,2958.4314
5,555,1,0,0,1,0,0,2013,1,18,4978.0635
6,562,1,0,0,1,0,0,2013,9,14,5351.1367
4,643,1,1,0,1,0,0,2015,4,16,6600.8135
1,843,1,1,0,1,0,0,2015,2,2,9334.932
1,758,1,1,0,1,0,0,2014,10,6,8444.867
3,805,1,0,0,1,0,0,2014,10,15,6112.892
6,540,1,0,0,1,0,0,2014,5,3,5361.6675
4,897,1,1,1,1,0,0,2015,4,2,9408.56
4,1055,1,1,0,1,0,0,2015,5,21,9145.89
3,636,1,1,0,1,0,0,2014,10,8,6582.4536
6,802,1,0,0,1,0,0,2014,6,21,6730.003
4,433,1,1,0,1,0,0,2013,2,21,4639.6235
2,738,1,0,0,1,0,0,2014,3,25,5711.0273
3,518,1,0,0,1,0,0,2013,9,18,4445.092
7,0,0,0,0,1,0,0,2014,3,9,-18.183449
2,705,1,0,1,1,0,0,2013,12,24,6183.997
5,595,1,0,1,1,0,0,2013,1,4,5358.6943
6,274,1,0,0,1,0,0,2013,4,27,2477.9749
1,1108,1,1,0,1,0,0,2015,2,16,10770.434
7,0,0,0,0,1,0,0,2013,7,21,30.163607
2,711,1,1,1,1,0,0,2014,1,7,7823.1655
5,0,0,1,0,0,1,0,2015,5,1,37.742443
1,814,1,1,0,1,0,0,2013,7,1,8944.169
6,258,1,0,0,1,0,0,2014,9,6,2163.2075
2,931,1,0,0,1,0,0,2013,9,3,7192.7256
5,825,1,0,0,1,0,0,2015,5,15,7607.298
4,366,1,0,0,1,0,0,2015,3,26,3861.997
2,494,1,1,1,1,0,0,2014,10,21,5411.9844
2,477,1,0,0,1,0,0,2014,2,25,4287.3438
6,1204,1,0,0,1,0,0,2015,5,16,10060.904
3,382,1,0,0,1,0,0,2013,6,26,3800.3987
6,427,1,0,0,1,0,0,2015,6,27,4479.298
5,530,1,0,0,1,0,0,2014,7,11,5047.4897
4,854,1,0,0,1,0,0,2014,3,13,6398.6846
5,693,1,0,0,1,0,0,2015,6,26,6492.082
1,0,0,0,0,0,1,0,2014,6,9,14.393038
2,658,1,1,0,1,0,0,2014,6,3,7207.2495
1,2087,1,0,1,1,0,0,2013,8,19,12766.915
7,0,0,0,0,1,0,0,2014,4,13,4.1109366
3,877,1,0,0,1,0,0,2015,3,11,6872.695
6,406,1,0,0,1,0,0,2015,6,13,4036.6055
2,2409,1,1,0,1,0,0,2015,3,31,20456.71
6,467,1,0,0,1,0,0,2014,8,9,4407.0815
7,0,0,0,0,1,0,0,2015,6,21,-9.304874
5,631,1,1,0,1,0,0,2013,3,22,6254.517
6,298,1,0,0,1,0,0,2013,5,25,2740.9482
4,765,1,1,1,1,0,0,2015,7,16,7667.7734
2,972,1,0,0,1,0,0,2014,8,26,7194.8843
2,448,1,1,0,1,0,0,2013,9,24,5052.517
6,1381,1,0,0,1,0,0,2013,5,25,9696.851
3,527,1,1,0,1,0,0,2013,12,18,6894.524
6,470,1,0,0,1,0,0,2015,5,30,5160.8438
1,780,1,1,1,1,0,0,2013,3,25,8463.128
3,823,1,0,0,1,0,0,2013,9,4,6464.11
5,753,1,0,0,1,0,0,2013,7,12,6501.296
4,1440,1,0,1,1,0,0,2014,7,10,10268.126
2,355,1,1,0,1,0,0,2014,4,29,4454.48
1,605,1,0,0,1,0,0,2013,10,28,5081.5884
6,763,1,0,0,1,0,0,2014,9,27,6438.663
2,629,1,1,0,1,0,0,2014,11,4,6964.0107
6,325,1,0,0,1,0,0,2013,5,4,3095.0195
6,1102,1,0,0,1,0,0,2014,10,11,8695.483
4,1452,1,0,0,1,0,0,2014,6,26,9732.209
3,677,1,1,0,1,0,0,2013,7,3,6971.7114
3,245,1,0,0,1,0,0,2013,11,27,2776.5347
3,908,1,0,0,1,0,0,2013,9,18,6539.895
5,721,1,0,0,1,0,0,2014,11,21,6568.5615
3,576,1,0,1,1,0,0,2013,1,2,5271.3667
7,0,0,0,0,1,0,0,2013,12,15,-1.4397718
4,1129,1,1,0,1,0,0,2015,5,7,9752.788
2,758,1,0,0,1,0,0,2014,11,18,6448.2124
1,677,1,1,1,1,0,0,2015,7,27,8044.7075
2,902,1,1,1,1,0,0,2014,10,21,8065.2983
5,644,1,1,1,1,0,0,2014,8,8,6456.707
2,599,1,1,0,1,0,0,2013,3,19,6429.322
5,518,1,0,0,1,0,0,2015,2,27,5298.6084
1,1421,1,1,0,1,0,0,2015,5,4,12947.498
4,520,1,1,0,1,0,0,2013,5,2,5572.4043
6,612,1,0,0,1,0,0,2015,6,6,6074.6406
6,604,1,0,0,1,0,0,2013,12,28,5792.3447
7,0,0,0,0,1,0,0,2013,4,7,-9.653338
7,0,0,0,0,1,0,0,2014,3,9,-18.183449
1,1125,1,1,0,1,0,0,2014,6,2,12009.579
7,0,0,0,0,1,0,0,2014,2,23,18.39889
6,421,1,0,0,1,0,0,2014,9,27,3952.95
4,0,0,1,0,0,1,0,2014,5,1,35.905136
2,643,1,0,0,1,0,0,2013,4,16,5137.3994
7,0,0,0,0,1,0,0,2013,4,28,6.8824906
6,788,1,0,0,1,0,0,2015,5,23,7126.934
1,995,1,1,0,1,0,0,2014,1,6,10533.665
2,339,1,0,0,1,0,0,2015,2,24,3431.037
2,645,1,1,0,1,0,0,2014,6,3,7151.8984
6,732,1,0,0,1,0,0,2015,1,24,6791.7334
3,255,1,0,0,1,0,0,2014,12,10,2786.7083
4,659,1,1,0,1,0,0,2014,3,6,6540.296
5,662,1,0,0,1,0,0,2013,7,12,5937.3105
5,1259,1,1,0,1,0,0,2014,9,19,9813.25
3,725,1,0,0,1,0,0,2013,10,30,6198.5405
2,335,1,0,1,1,0,0,2013,12,24,3164.9678
6,389,1,0,0,1,0,0,2014,2,8,3702.5947
4,0,0,0,0,0,1,0,2013,10,3,40.924118
2,741,1,0,0,1,0,0,2013,11,12,5994.0283
7,0,0,0,0,1,0,0,2013,6,30,14.228529
1,842,1,1,0,1,0,0,2014,6,2,9748.165
6,799,1,0,0,1,0,0,2013,1,5,6799.222
6,747,1,0,0,1,0,0,2013,12,14,7700.6323
5,349,1,0,0,1,0,0,2015,7,10,3767.1218
2,721,1,0,0,1,0,0,2013,9,17,5583.9766
4,907,1,1,1,1,0,0,2015,4,2,9706.077
7,0,0,0,1,1,0,0,2013,7,14,-41.50603
5,711,1,0,0,1,0,0,2015,1,23,6428.449
4,303,1,1,0,1,0,0,2013,4,11,3601.3545
4,1922,1,1,0,1,0,0,2014,12,18,16597.205
3,1272,1,1,0,1,0,0,2015,6,3,11317.5
6,737,1,0,0,1,0,0,2013,5,4,6689.6567
1,0,0,0,0,0,0,1,2014,4,21,-17.067383
3,386,1,1,0,1,0,0,2013,11,6,4664.246
7,0,0,0,0,1,0,0,2013,4,7,-9.653338
4,862,1,0,1,1,0,0,2014,1,2,7272.957
1,3080,1,1,1,1,0,0,2014,10,20,20424.494
5,899,1,1,0,1,0,0,2013,3,8,8036.3076
5,573,1,0,1,1,0,0,2013,7,26,5067.635
2,998,1,1,1,1,0,0,2014,7,29,9356.707
1,1029,1,1,1,1,0,0,2014,1,6,11158.8125
6,1359,1,0,0,1,0,0,2015,7,4,10059.476
1,451,1,1,0,1,0,0,2014,3,3,5607.592
1,737,1,0,0,1,0,0,2013,3,11,5995.222
6,458,1,0,0,1,0,0,2014,8,2,4328.927
5,716,1,0,0,1,0,0,2015,3,13,6680.2974
2,709,1,1,0,1,0,0,2015,2,3,7497.6724
6,180,1,0,0,1,0,0,2013,4,20,1487.814
4,598,1,0,0,1,0,0,2014,2,13,5104.5586
3,495,1,0,0,1,0,0,2014,6,11,4749.2065
5,736,1,1,1,1,0,0,2013,8,30,7532.5137
4,723,1,1,0,1,0,0,2013,7,18,7212.6406
5,795,1,0,1,1,0,0,2015,5,15,7207.1772
1,951,1,0,1,1,0,0,2015,7,20,8255.231
7,0,0,0,0,1,0,0,2014,6,22,-3.0196261
7,0,0,0,0,1,0,0,2013,10,27,5.61914
7,0,0,0,0,1,0,0,2013,10,6,13.672285
5,525,1,1,0,1,0,0,2014,1,24,5504.3643
1,0,0,0,0,0,1,0,2015,5,25,7.93647
3,565,1,1,0,1,0,0,2013,10,23,5770.987
7,0,0,0,0,1,0,0,2013,1,27,11.162582
4,955,1,1,1,1,0,0,2013,8,29,8559.603
6,539,1,0,0,1,0,0,2015,2,7,5413.1606
5,379,1,0,0,1,0,0,2013,2,1,3926.8818
7,0,0,0,0,1,0,0,2015,5,3,-9.37048
5,1131,1,1,0,1,0,0,2013,12,20,12355.215
6,351,1,0,0,1,0,0,2014,6,21,3225.1348
5,1568,1,0,0,1,0,0,2013,11,15,10686.112
7,0,0,0,0,1,0,0,2014,4,6,-28.23374
1,655,1,0,0,1,0,0,2015,1,19,5649.6685
4,276,1,1,1,1,0,0,2015,7,30,2948.457
6,864,1,0,0,1,0,0,2013,5,11,7495.341
4,625,1,1,0,1,0,0,2015,1,29,6589.3027
2,1283,1,0,0,1,0,0,2013,8,20,8808.68
2,1092,1,0,1,1,0,0,2013,5,21,8544.21
2,566,1,1,1,1,0,0,2013,9,10,6630.9536
2,0,0,1,0,1,0,0,2013,1,22,-25.289322
6,538,1,0,0,1,0,0,2014,10,11,5152.0796
4,1583,1,1,0,1,0,0,2014,4,3,12551.135
4,777,1,1,0,1,0,0,2015,1,29,7650.981
3,976,1,1,0,1,0,0,2014,12,3,10072.723
5,1037,1,1,0,1,0,0,2013,8,16,8572.772
7,0,0,0,0,1,0,0,2014,6,22,-3.0196261
4,1086,1,0,1,1,0,0,2014,1,2,8684.275
2,381,1,0,0,1,0,0,2015,7,7,4068.4324
1,340,1,1,1,1,0,0,2014,10,20,4022.2778
5,642,1,1,1,1,0,0,2013,6,21,6356.7886
2,1170,1,1,0,1,0,0,2015,6,16,10688.19
6,661,1,0,0,1,0,0,2013,12,14,6904.8345
4,1083,1,1,0,1,0,0,2015,4,30,10910.803
2,387,1,1,0,1,0,0,2014,7,15,5013.123
2,560,1,1,0,1,0,0,2013,10,8,6455.0684
4,588,1,0,0,1,0,0,2014,4,10,5210.0146
1,775,1,1,0,1,0,0,2013,5,27,8114.1567
7,0,0,0,0,1,0,0,2015,3,22,9.815772
7,0,0,0,0,1,0,0,2014,11,30,10.40814
7,0,0,0,0,1,0,0,2013,8,18,-28.604586
7,0,0,0,0,1,0,0,2014,1,19,17.651627
2,830,1,1,0,1,0,0,2013,5,28,8268.51
2,555,1,1,0,1,0,0,2015,7,14,6453.4487
1,1060,1,1,0,1,0,0,2015,2,16,10831.911
2,697,1,1,0,1,0,0,2014,6,17,7322.1177
4,850,1,1,0,1,0,0,2013,7,4,7970.571
1,635,1,1,0,1,0,0,2013,3,4,7383.5244
6,387,1,0,0,1,0,0,2014,1,11,3708.632
1,325,1,0,0,1,0,0,2013,11,11,3399.9902
1,736,1,0,0,1,0,0,2013,2,25,5569.319
6,503,1,0,0,1,0,0,2013,9,7,4617.862
1,1201,1,0,1,1,0,0,2014,3,10,8455.117
5,576,1,1,0,1,0,0,2015,2,6,6123.2935
3,517,1,1,0,1,0,0,2015,6,17,5915.972
6,595,1,0,0,1,0,0,2013,8,10,5507.6333
5,775,1,1,0,1,0,0,2015,1,9,7709.1836
6,510,1,0,0,1,0,0,2013,9,7,4748.9907
4,0,0,0,0,0,1,0,2015,5,14,-2.6476772
6,296,1,0,0,1,0,0,2014,9,6,2650.486
4,457,1,0,0,1,0,0,2013,8,22,4052.2666
1,628,1,0,1,1,0,0,2013,9,2,5579.109
4,694,1,1,1,1,0,0,2014,7,17,6873.805
2,701,1,1,0,1,0,0,2014,7,15,7435.1694
1,1098,1,1,0,1,0,0,2014,5,19,10496.5625
5,0,0,0,1,0,0,0,2014,12,26,21.832981
1,515,1,1,1,1,0,0,2013,10,7,5500.3955
2,1048,1,1,0,1,0,0,2014,2,4,9939.448
1,714,1,0,0,1,0,0,2014,1,27,5522.796
1,526,1,0,0,1,0,0,2013,11,11,4792.2295
6,746,1,0,0,1,0,0,2013,7,13,6567.871
4,0,0,0,0,0,1,0,2014,5,29,-0.3911941
1,744,1,0,1,1,0,0,2013,6,24,6111.793
6,357,1,0,0,1,0,0,2014,6,21,3316.2642
6,243,1,0,0,1,0,0,2014,2,15,2261.893
4,558,1,0,1,1,0,0,2014,4,24,4854.3965
4,539,1,1,0,1,0,0,2015,1,29,5985.239
4,663,1,0,1,1,0,0,2015,2,12,5858.1807
2,673,1,0,0,1,0,0,2014,1,28,5337.681
6,937,1,0,1,1,0,0,2014,8,9,7408.0225
5,704,1,1,0,1,0,0,2015,7,17,7447.598
3,571,1,0,1,1,0,0,2013,6,26,4953.121
4,877,1,1,0,1,0,0,2013,1,10,7857.812
3,524,1,0,1,1,0,0,2013,6,26,4689.082
2,894,1,1,0,1,0,0,2014,12,16,10493.639
6,816,1,0,0,1,0,0,2014,10,11,7131.188
7,0,0,0,0,1,0,0,2014,6,22,-3.0196261
4,826,1,0,0,1,0,0,2014,1,30,6592.553
5,705,1,1,0,1,0,0,2015,1,30,7639.258
5,746,1,1,1,1,0,0,2013,2,8,6922.3135
1,603,1,0,0,1,0,0,2014,1,13,4960.4023
7,0,0,0,0,1,0,0,2014,1,5,-0.9066342
5,1202,1,0,0,1,0,0,2014,2,28,9916.067
3,1354,1,1,0,1,0,0,2014,5,7,11240.834
6,239,1,0,0,1,0,0,2013,9,14,2250.4326
5,607,1,0,0,1,0,0,2013,5,24,5447.7334
2,564,1,0,0,1,0,0,2015,3,10,5120.613
7,0,0,0,0,1,0,0,2013,12,8,-7.448684
4,471,1,0,1,1,0,0,2013,7,25,4282.7783
7,293,1,0,0,1,0,0,2013,6,16,2529.0786
4,449,1,0,0,1,0,0,2013,5,23,4230.2246
7,0,0,0,0,1,0,0,2013,6,23,10.673623
1,818,1,1,0,1,0,0,2015,2,2,9094.992
4,834,1,1,0,1,0,0,2015,1,8,7963.27
4,475,1,0,1,1,0,0,2014,1,2,4615.5273
1,1019,1,1,0,1,0,0,2015,3,2,10619.784
3,0,0,1,0,0,1,0,2013,5,1,-43.60469
5,579,1,0,1,1,0,0,2014,4,25,5131.5806
7,0,0,0,0,1,0,0,2015,2,15,11.815713
6,420,1,0,0,1,0,0,2014,8,16,3886.8652
4,533,1,0,0,1,0,0,2013,2,14,4695.4717
3,738,1,0,0,1,0,0,2015,5,27,6629.5317
1,683,1,1,0,1,0,0,2014,6,2,8051.9404
3,591,1,1,0,1,0,0,2013,6,5,6090.278
2,1200,1,1,1,1,0,0,2013,7,30,11302.176
7,0,0,0,0,1,0,0,2014,10,12,9.555324
4,729,1,0,0,1,0,0,2015,4,23,6120.6484
1,678,1,1,0,1,0,0,2015,2,16,7792.641
7,0,0,0,0,1,0,0,2013,3,17,-2.3553789
5,0,0,0,1,0,0,0,2014,12,26,21.832981
2,518,1,0,0,1,0,0,2015,2,10,4751.545
5,771,1,0,1,1,0,0,2014,5,30,7592.0957
1,675,1,0,0,1,0,0,2014,10,27,5592.961
5,416,1,0,0,1,0,0,2014,2,14,4063.2085
3,898,1,0,1,1,0,0,2014,8,13,6971.9404
6,732,1,0,0,1,0,0,2013,6,22,6577.547
7,0,0,0,0,1,0,0,2014,6,29,12.675602
5,1683,1,1,0,1,0,0,2014,11,28,14682.849
7,0,0,0,0,1,0,0,2014,2,23,18.39889
1,1026,1,1,0,1,0,0,2015,3,2,10640.7
7,0,0,0,0,1,0,0,2015,5,10,22.060804
2,1293,1,1,1,1,0,0,2014,10,21,10442.411
3,551,1,0,1,1,0,0,2013,7,24,4795.548
6,411,1,0,0,1,0,0,2014,9,6,3801.6592
4,738,1,1,0,1,0,0,2013,3,7,7110.2188
1,1539,1,1,0,1,0,0,2014,7,14,14231.917
7,0,0,0,0,1,0,0,2015,3,29,-5.0409026
2,659,1,1,0,1,0,0,2015,1,27,6891.2754
5,596,1,1,0,1,0,0,2013,1,25,5952.652
2,886,1,1,0,1,0,0,2014,5,6,8586.267
2,826,1,1,0,1,0,0,2015,3,3,8742.224
6,571,1,0,0,1,0,0,2013,9,28,5451.2207
4,351,1,0,1,1,0,0,2013,4,4,3508.8972
2,669,1,1,1,1,0,0,2015,3,3,6979.2725
3,823,1,1,0,1,0,0,2013,9,11,7801.822
6,1682,1,0,0,1,0,0,2015,5,23,11718.884
7,0,0,0,0,1,0,0,2014,12,28,-47.147896
2,334,1,0,0,1,0,0,2014,9,23,3313.0664
7,0,0,0,0,1,0,0,2013,9,8,-15.083493
6,1427,1,0,0,1,0,0,2014,12,6,10464.739
7,0,0,0,0,1,0,0,2014,6,8,-13.436961
6,539,1,0,0,1,0,0,2014,9,20,4921.34
7,0,0,0,0,1,0,0,2014,12,28,-47.147896
3,622,1,1,0,1,0,0,2013,4,24,6010.415
7,0,0,0,0,1,0,0,2015,7,5,-7.5698123
2,1282,1,1,0,1,0,0,2015,3,3,11260.093
5,542,1,0,0,1,0,0,2013,5,10,5327.1357
3,393,1,1,0,1,0,0,2013,4,24,4373.3896
5,395,1,0,1,1,0,0,2015,1,2,4053.0247
6,240,1,0,0,1,0,0,2013,2,23,2250.747
3,275,1,0,1,1,0,0,2014,12,31,2652.5737
1,1005,1,1,0,1,0,0,2014,3,31,11529.879
3,391,1,1,0,1,0,0,2015,7,15,5010.4785
6,244,1,0,0,1,0,0,2015,1,17,2235.032
3,643,1,1,0,1,0,0,2015,4,15,6733.9146
7,0,0,0,0,1,0,0,2015,5,17,-13.373972
4,460,1,1,0,1,0,0,2014,3,6,5052.98
6,480,1,0,0,1,0,0,2015,5,30,5305.7485
6,562,1,0,0,1,0,0,2015,7,11,5621.2373
4,476,1,0,0,1,0,0,2014,9,11,4404.961
2,2678,1,0,0,1,0,0,2015,5,12,14638.021
7,0,0,0,0,1,0,0,2015,3,15,25.823246
6,700,1,0,0,1,0,0,2013,12,7,6997.0327
1,361,1,0,0,1,0,0,2013,1,28,3535.2073
7,0,0,0,0,1,0,0,2015,6,14,10.407396
6,723,1,0,0,1,0,0,2013,8,3,6457.968
3,473,1,1,0,1,0,0,2013,2,20,5094.967
6,569,1,0,0,1,0,0,2014,9,27,5302.9233
4,500,1,0,0,1,0,0,2013,2,14,4509.0835
5,818,1,0,0,1,0,0,2013,2,15,6861.429
5,699,1,0,0,1,0,0,2015,1,23,6148.037
6,312,1,0,0,1,0,0,2013,11,23,2870.693
3,547,1,0,1,1,0,0,2014,7,9,4943.9253
7,0,0,0,0,1,0,0,2015,1,25,-27.902603
1,902,1,0,1,1,0,0,2013,12,23,9277.74
5,807,1,1,0,1,0,0,2015,2,20,7963.2095
6,608,1,0,0,1,0,0,2014,2,1,6302.008
4,1013,1,1,1,1,0,0,2014,10,9,8869.447
5,803,1,0,0,1,0,0,2014,2,28,7146.7915
6,443,1,0,0,1,0,0,2015,1,10,4504.807
2,1384,1,0,0,1,0,0,2015,6,9,10142.292
7,0,0,0,0,1,0,0,2013,9,8,-15.083493
7,0,0,0,0,1,0,0,2015,3,22,9.815772
6,617,1,0,0,1,0,0,2015,3,21,6169.8
2,807,1,1,0,1,0,0,2013,2,19,7931.4077
2,591,1,1,0,1,0,0,2014,1,21,6416.112
1,1005,1,0,0,1,0,0,2014,11,17,7626.8447
6,1102,1,0,0,1,0,0,2015,2,28,10117.657
6,539,1,0,0,1,0,0,2014,9,13,5053.2246
5,717,1,1,1,1,0,0,2014,8,1,7373.643
4,0,0,0,0,0,1,0,2014,5,29,-0.3911941
3,2193,1,1,0,1,0,0,2013,12,4,19866.807
3,416,1,0,0,1,0,0,2013,10,2,4148.7095
4,465,1,1,0,1,0,0,2015,1,8,5234.0586
5,646,1,0,0,1,0,0,2014,10,17,5529.989
5,771,1,0,0,1,0,0,2015,2,13,7021.166
3,658,1,1,0,1,0,0,2013,5,29,6896.7705
6,207,1,0,0,1,0,0,2014,6,21,1931.1903
2,607,1,0,0,1,0,0,2014,2,25,5054.2715
5,532,1,0,0,1,0,0,2014,2,14,5033.933
7,233,1,0,0,1,0,0,2015,5,3,1879.7278
7,0,0,0,0,1,0,0,2013,10,27,5.61914
1,543,1,0,1,1,0,0,2013,8,5,5244.5024
2,1311,1,1,0,1,0,0,2013,7,2,11323.974
5,1022,1,0,0,1,0,0,2014,3,28,8388.414
7,0,0,0,0,1,0,0,2014,4,27,10.028364
7,0,0,0,0,1,0,0,2015,7,26,55.909832
2,2267,1,1,0,1,0,0,2013,4,30,19165.432
3,514,1,1,0,1,0,0,2015,5,6,5845.803
7,0,0,0,0,1,0,0,2015,5,3,-9.37048
4,933,1,1,0,1,0,0,2014,1,9,8365.135
5,1018,1,1,0,1,0,0,2014,9,19,8525.051
6,649,1,0,0,1,0,0,2013,2,9,6092.4844
1,746,1,1,0,1,0,0,2014,5,19,8147.8438
1,501,1,0,0,1,0,0,2013,6,10,4747.3193
6,579,1,0,0,1,0,0,2014,5,10,5751.226
4,789,1,1,0,1,0,0,2013,11,21,7582.2554
1,1546,1,1,0,1,0,0,2015,5,4,14124.034
5,909,1,0,1,1,0,0,2014,8,15,7378.048
3,703,1,1,0,1,0,0,2013,10,9,7122.564
4,957,1,0,0,1,0,0,2015,2,26,7437.752
2,769,1,0,0,1,0,0,2014,5,13,6369.7344
4,603,1,1,0,1,0,0,2015,1,29,6532.8984
7,0,0,0,0,1,0,0,2015,6,21,-9.304874
7,0,0,0,0,1,0,0,2013,9,1,-26.355532
5,486,1,0,1,1,0,0,2015,4,10,4662.62
7,0,0,0,0,1,0,0,2013,5,5,-3.0563347
6,582,1,0,0,1,0,0,2015,3,28,6115.4644
4,1326,1,0,0,1,0,0,2014,3,13,9109.475
5,1073,1,1,0,1,0,0,2014,4,4,9744.817
1,469,1,0,0,1,0,0,2014,7,7,4534.691
6,709,1,0,0,1,0,0,2013,5,4,6558.4067
3,607,1,1,0,1,0,0,2013,11,6,6359.4824
4,566,1,0,1,1,0,0,2015,4,9,5248.4844
6,673,1,0,0,1,0,0,2013,9,28,6259.6733
4,375,1,0,0,1,0,0,2015,1,22,3761.1865
1,850,1,0,1,1,0,0,2013,9,2,7083.623
2,773,1,1,0,1,0,0,2014,9,30,8359.749
1,285,1,0,0,1,0,0,2014,5,12,2980.8162
5,489,1,0,0,1,0,0,2013,9,20,4517.894
2,3219,1,0,0,1,0,0,2013,8,6,18440.416
5,623,1,1,0,1,0,0,2014,3,21,6247.3276
4,0,0,0,0,0,1,0,2013,10,3,40.924118
3,1166,1,1,0,1,0,0,2015,6,17,10349.374
7,0,0,0,0,1,0,0,2014,6,1,36.36256
5,625,1,0,1,1,0,0,2013,4,5,5533.9897
6,309,1,0,0,1,0,0,2013,6,8,2861.5574
4,457,1,0,1,1,0,0,2013,9,5,4426.129
1,721,1,0,0,1,0,0,2013,12,9,6516.785
5,1171,1,0,0,1,0,0,2013,2,1,9544.162
7,0,0,0,0,1,0,0,2013,1,13,7.9531693
1,1552,1,1,1,1,0,0,2013,10,21,13069.691
3,243,1,0,0,1,0,0,2013,6,12,2594.622
4,583,1,1,0,1,0,0,2014,2,6,6029.3506
2,1108,1,1,0,1,0,0,2013,7,2,10064.095
